Unnamed: 0,sentence,sentence_length
840,Bill followed the road into the forest,32
841,Fred tracked the leak to its source,29
842,John danced waltzes across the room,30
843,Bill urinated out the window,24
844,Bill coughed out the window,23
845,Bill bled on the floor,18
846,The toilet leaked through the floor into the kitchen below,49
847,Bill ate off the floor,18
848,Bill drank from the hose,20
849,This metal hammers flat easily,26
850,They made him president,20
851,They made him angry,16
852,They made him into a monster,23
853,The trolley rumbled through the tunnel,33
854,The wagon rumbled down the road,26
855,The bullets whistled past the house,30
857,The dog barked its way out of the room,30
858,Bill whistled his way past the house,30
859,The witch vanished into the forest,29
860,Bill disappeared down the road,26
861,The witch went into the forest and thereby vanished,43
862,The building is tall and wide,24
863,This building is taller and wider than that one,39
864,This building got taller and wider than that one,40
865,This building got taller and taller,30
866,Bill floated into the cave,22
867,Bill floated down the river for hours,31
868,Bill floated down the river,23
869,Bill pushed Harry along the trail for hours,36
870,Bill pushed Harry along the trail,28
871,The road zigzagged down the hill,27
872,The rope stretched over the pulley,29
873,The weights stretched the rope over the pulley,39
874,The weights kept the rope stretched over the pulley,43
875,Sam cut himself free,17
876,Sam got free by cutting his finger,28
877,Bill cried himself to sleep,23
878,Bill squeezed himself through the hole,33
879,Bill sang himself to sleep,22
880,Bill squeezed the puppet through the hole,35
881,Bill sang Sue to sleep,18
882,The tiger bled to death,19
883,John coughed himself awake on the bank of the lake where he and Bill had their play,67
884,Ron yawned himself awake,21
885,She coughed herself awake as the leaf landed on her nose,46
886,The worm wriggled onto the carpet,28
887,The chocolate melted onto the carpet,31
888,Bill wriggled himself loose,24
889,Aliza wriggled her tooth loose,26
890,The off center spinning flywheel shook itself loose,44
891,Bill can well imagine getting fat,28
892,Mary listens to the Grateful Dead and she gets depressed,47
893,Mary gets depressed if she listens to the Grateful Dead,46
894,Mary gets depressed when she listens to the Grateful Dead,48
895,Mary gets depressed and she listens to the Grateful Dead,47
896,His expectations are always lower than mine,37
897,John was lots more obnoxious than Fred was,35
898,The more examples Mary says that Bill has helped Fred to discover the less I believe her,72
899,The more pictures of himself that John buys the more arrogant he becomes,60
900,The man that arrived on the train was my brother,39
901,So much did you eat that everyone gasped,33
902,So fast did you run that everyone gasped,33
903,So intelligent a dog did you buy that everyone gasped,44
904,I know how much you ate,18
905,I know how fast you ran,18
906,I know how intelligent a dog you bought,32
907,He ate so much that he got sick,24
908,So much did he eat that he got sick,27
909,I wonder to how many people Bill talks,31
910,You give him enough opportunity and every senator will succumb to corruption,65
911,You give any senator enough opportunity and he will succumb to corruption,62
912,John saw the man in the room,22
913,John could not visit Sally,22
914,What John could do is not visit Sally,30
915,I hit the ball,11
916,You hit the ball,13
917,They hit the ball,14
918,I am not going,11
919,She does not see him,16
920,She kept not seeing him,19
921,She could not have been working,26
922,He could not have been working,25
923,He cannot have been working,23
924,He can simply not have been working,29
925,You must not simply not work,23
926,He may not just not have been working,30
927,John wrote books,14
928,John did not write books,20
929,down the hill rolled John,21
930,John often kisses Mary,19
931,Mary hired someone,16
932,I heard that Mary hired someone,26
933,I resigned because Mary hired someone,32
934,The DA proved Jones guilty and the Assistant DA will prove Smith,53
935,You might not believe me but you will Bob,33
936,I wonder who could solve the problem in this way,39
937,No candidate can predict how many people will vote for him,48
938,Every politician is worried when the press starts attacking him,54
939,The question of whether John met Mary worries the people who support,57
940,They have left,12
941,He has often seen Mary,18
942,He I often sees Mary,16
943,It seems that it is likely that John will win,36
944,It seems that John is likely to win,28
945,John seems to be likely to win,24
947,His book is nice,13
948,Bill saw him,10
949,Bill works with him,16
950,John believes him to be a nice guy,27
951,John considers him a nice guy,24
952,For him to do that would be a mistake,29
953,John believes that he is sick,24
954,Someone stole my car,17
955,My car was stolen,14
956,John has often kissed Mary,22
957,The kids have all eaten the chocolate,31
958,I explained how to fix the sink,25
959,I explained how we should fix the sink,31
960,I explained that we should fix the sink,32
961,Mickey looked up the reference,26
962,Mickey looked the reference up,26
963,Mickey looked up them,18
964,Mickey teamed up with the women,26
965,Mickey pointed out that Gary had left,31
966,Mickey slips up all the time,23
967,John wonders what Mary bought,25
968,I need Sally to be there,19
969,The boat was sunk to collect the insurance,35
970,John wants to win,14
971,The bed was unmade,15
972,John was unknown,14
973,We knew John to be the murderer,25
974,He fed the children,16
975,The children were uneducated,25
976,The children were undisciplined,28
977,I believed these students all to like John,35
978,They tried to all like John,22
979,I believed these students to all like John,35
980,work out an analysis that is typical of this view of understood subjects,60
981,They were believed all to be quite diligent,36
982,There is tending to be more and more discussion of these issues,52
983,John seemed to be a great linguist,28
984,There promises to be a storm tonight,30
985,John strived to be successful,25
986,John wanted to improve his lot in life,31
987,John expected to win,17
988,This book is too dense to be read in one sitting,38
990,John remembered,14
991,John is refused,13
992,John forgot,10
993,They seemed all to like John,23
994,John believes Sally to be polite,27
995,I believe John with all my heart to be a fine person,41
996,We would like John to win,20
997,We would prefer John to be the candidate,33
998,I would like for John to win,22
999,I would hate for John to win,22
1000,I would prefer for John to be the candidate,35
1001,John destroyed the house,21
1002,The electrode emitted ions into the medium,36
1003,Ions struck the electrode,22
1004,The medium contains ions,21
1005,Ions left the electrode,20
1006,The electrode was struck by ions,27
1007,The ball lies in the box,19
1008,The ball rolled from the bush to the tree,33
1009,The box contains the ball,21
1010,The tree dropped fruit to the ground,30
1011,Fruit hit the ground from the tree,28
1012,The stone knocked against the pole into the road,40
1013,The stone knocked the pole into the road,33
1014,The box contained the ball,22
1015,The tree gradually dropped its fruit to the ground,42
1016,The tree dropped its fruit to the ground,33
1017,Fruit hit the roof,15
1018,Fruit hit the roof from the tree,26
1019,Fruit at once hit the roof from the tree,32
1020,Fruit dropped from the tree,23
1021,The tree changed into an oak,23
1022,The tree changed from a maple into an oak,33
1023,The maple changed into an oak from a cedar,34
1024,The maple changed into an oak,24
1025,The oak developed out of a maple,26
1026,The train reached the station,25
1027,The branches knocked against the wall,32
1028,The child became a man,18
1029,The party lasted till midnight,26
1030,The dog went crazy,15
1031,It struck John that it was so,23
1032,It came to John that it was so,23
1033,The snake saw into the nest,22
1034,Hard work resulted in high grades,28
1035,The farm passed to John,19
